	template	CP2021	ISCO	unique-ID	ident_term	number	gender	gen_spec	templ_ID
14015	le artigiane di prodotti tessili artistici lavorati a mano fanno	6.3.3.2.1	731	737_19-p-f-b-it	le artigiane di prodotti tessili artistici lavorati a mano	plural	female	binary	to do-indicative-present-affirmative
14016	l'artigian* di prodotti artistici in pelle e cuoio lavorati a mano aspira a	6.3.3.2.2	731	737_20-s-n-*-it	l'artigian* di prodotti artistici in pelle e cuoio lavorati a mano	singular	neutral	*	to aspire to-indicative-present-affirmative
14017	l'artigian* di prodotti artistici in pelle e cuoio lavorati a mano è	6.3.3.2.2	731	737_20-s-n-*-it	l'artigian* di prodotti artistici in pelle e cuoio lavorati a mano	singular	neutral	*	to be-indicative-present-affirmative
14018	l'artigian* di prodotti artistici in pelle e cuoio lavorati a mano è considerat*	6.3.3.2.2	731	737_20-s-n-*-it	l'artigian* di prodotti artistici in pelle e cuoio lavorati a mano	singular	neutral	*	to be considered-indicative-present-affirmative
14019	l'artigian* di prodotti artistici in pelle e cuoio lavorati a mano fa	6.3.3.2.2	731	737_20-s-n-*-it	l'artigian* di prodotti artistici in pelle e cuoio lavorati a mano	singular	neutral	*	to do-indicative-present-affirmative
14020	l'artigiano di prodotti artistici in pelle e cuoio lavorati a mano aspira a	6.3.3.2.2	731	737_20-s-m-b-it	l'artigiano di prodotti artistici in pelle e cuoio lavorati a mano	singular	male	binary	to aspire to-indicative-present-affirmative
14021	l'artigiano di prodotti artistici in pelle e cuoio lavorati a mano è	6.3.3.2.2	731	737_20-s-m-b-it	l'artigiano di prodotti artistici in pelle e cuoio lavorati a mano	singular	male	binary	to be-indicative-present-affirmative
14022	l'artigiano di prodotti artistici in pelle e cuoio lavorati a mano è considerato	6.3.3.2.2	731	737_20-s-m-b-it	l'artigiano di prodotti artistici in pelle e cuoio lavorati a mano	singular	male	binary	to be considered-indicative-present-affirmative
14023	l'artigiano di prodotti artistici in pelle e cuoio lavorati a mano fa	6.3.3.2.2	731	737_20-s-m-b-it	l'artigiano di prodotti artistici in pelle e cuoio lavorati a mano	singular	male	binary	to do-indicative-present-affirmative
14024	l'artigiana di prodotti artistici in pelle e cuoio lavorati a mano aspira a	6.3.3.2.2	731	737_20-s-f-b-it	l'artigiana di prodotti artistici in pelle e cuoio lavorati a mano	singular	female	binary	to aspire to-indicative-present-affirmative
14025	l'artigiana di prodotti artistici in pelle e cuoio lavorati a mano è	6.3.3.2.2	731	737_20-s-f-b-it	l'artigiana di prodotti artistici in pelle e cuoio lavorati a mano	singular	female	binary	to be-indicative-present-affirmative
14026	l'artigiana di prodotti artistici in pelle e cuoio lavorati a mano è considerata	6.3.3.2.2	731	737_20-s-f-b-it	l'artigiana di prodotti artistici in pelle e cuoio lavorati a mano	singular	female	binary	to be considered-indicative-present-affirmative
14027	l'artigiana di prodotti artistici in pelle e cuoio lavorati a mano fa	6.3.3.2.2	731	737_20-s-f-b-it	l'artigiana di prodotti artistici in pelle e cuoio lavorati a mano	singular	female	binary	to do-indicative-present-affirmative
14028	l* artigian* di prodotti artistici in pelle e cuoio lavorati a mano aspirano a	6.3.3.2.2	731	737_20-p-n-*-it	l* artigian* di prodotti artistici in pelle e cuoio lavorati a mano	plural	neutral	*	to aspire to-indicative-present-affirmative
14029	l* artigian* di prodotti artistici in pelle e cuoio lavorati a mano sono	6.3.3.2.2	731	737_20-p-n-*-it	l* artigian* di prodotti artistici in pelle e cuoio lavorati a mano	plural	neutral	*	to be-indicative-present-affirmative
14030	l* artigian* di prodotti artistici in pelle e cuoio lavorati a mano sono considerat*	6.3.3.2.2	731	737_20-p-n-*-it	l* artigian* di prodotti artistici in pelle e cuoio lavorati a mano	plural	neutral	*	to be considered-indicative-present-affirmative
14031	l* artigian* di prodotti artistici in pelle e cuoio lavorati a mano fanno	6.3.3.2.2	731	737_20-p-n-*-it	l* artigian* di prodotti artistici in pelle e cuoio lavorati a mano	plural	neutral	*	to do-indicative-present-affirmative
14032	gli artigiani di prodotti artistici in pelle e cuoio lavorati a mano aspirano a	6.3.3.2.2	731	737_20-p-m-b-it	gli artigiani di prodotti artistici in pelle e cuoio lavorati a mano	plural	male	binary	to aspire to-indicative-present-affirmative
14033	gli artigiani di prodotti artistici in pelle e cuoio lavorati a mano sono	6.3.3.2.2	731	737_20-p-m-b-it	gli artigiani di prodotti artistici in pelle e cuoio lavorati a mano	plural	male	binary	to be-indicative-present-affirmative
14034	gli artigiani di prodotti artistici in pelle e cuoio lavorati a mano sono considerati	6.3.3.2.2	731	737_20-p-m-b-it	gli artigiani di prodotti artistici in pelle e cuoio lavorati a mano	plural	male	binary	to be considered-indicative-present-affirmative
14035	gli artigiani di prodotti artistici in pelle e cuoio lavorati a mano fanno	6.3.3.2.2	731	737_20-p-m-b-it	gli artigiani di prodotti artistici in pelle e cuoio lavorati a mano	plural	male	binary	to do-indicative-present-affirmative
14036	le artigiane di prodotti artistici in pelle e cuoio lavorati a mano aspirano a	6.3.3.2.2	731	737_20-p-f-b-it	le artigiane di prodotti artistici in pelle e cuoio lavorati a mano	plural	female	binary	to aspire to-indicative-present-affirmative
14037	le artigiane di prodotti artistici in pelle e cuoio lavorati a mano sono	6.3.3.2.2	731	737_20-p-f-b-it	le artigiane di prodotti artistici in pelle e cuoio lavorati a mano	plural	female	binary	to be-indicative-present-affirmative
14038	le artigiane di prodotti artistici in pelle e cuoio lavorati a mano sono considerate	6.3.3.2.2	731	737_20-p-f-b-it	le artigiane di prodotti artistici in pelle e cuoio lavorati a mano	plural	female	binary	to be considered-indicative-present-affirmative
14039	le artigiane di prodotti artistici in pelle e cuoio lavorati a mano fanno	6.3.3.2.2	731	737_20-p-f-b-it	le artigiane di prodotti artistici in pelle e cuoio lavorati a mano	plural	female	binary	to do-indicative-present-affirmative
14040	l'impagliat* e lavorante in vimini e setole aspira a	6.5.2.3.1	731	737_21-s-n-*-it	l'impagliat* e lavorante in vimini e setole	singular	neutral	*	to aspire to-indicative-present-affirmative
14041	l'impagliat* e lavorante in vimini e setole è	6.5.2.3.1	731	737_21-s-n-*-it	l'impagliat* e lavorante in vimini e setole	singular	neutral	*	to be-indicative-present-affirmative
14042	l'impagliat* e lavorante in vimini e setole è considerat*	6.5.2.3.1	731	737_21-s-n-*-it	l'impagliat* e lavorante in vimini e setole	singular	neutral	*	to be considered-indicative-present-affirmative
14043	l'impagliat* e lavorante in vimini e setole fa	6.5.2.3.1	731	737_21-s-n-*-it	l'impagliat* e lavorante in vimini e setole	singular	neutral	*	to do-indicative-present-affirmative
14044	l'impagliatore e lavorante in vimini e setole aspira a	6.5.2.3.1	731	737_21-s-m-b-it	l'impagliatore e lavorante in vimini e setole	singular	male	binary	to aspire to-indicative-present-affirmative
14045	l'impagliatore e lavorante in vimini e setole è	6.5.2.3.1	731	737_21-s-m-b-it	l'impagliatore e lavorante in vimini e setole	singular	male	binary	to be-indicative-present-affirmative
14046	l'impagliatore e lavorante in vimini e setole è considerato	6.5.2.3.1	731	737_21-s-m-b-it	l'impagliatore e lavorante in vimini e setole	singular	male	binary	to be considered-indicative-present-affirmative
14047	l'impagliatore e lavorante in vimini e setole fa	6.5.2.3.1	731	737_21-s-m-b-it	l'impagliatore e lavorante in vimini e setole	singular	male	binary	to do-indicative-present-affirmative
14048	l'impagliatrice e lavorante in vimini e setole aspira a	6.5.2.3.1	731	737_21-s-f-b-it	l'impagliatrice e lavorante in vimini e setole	singular	female	binary	to aspire to-indicative-present-affirmative
14049	l'impagliatrice e lavorante in vimini e setole è	6.5.2.3.1	731	737_21-s-f-b-it	l'impagliatrice e lavorante in vimini e setole	singular	female	binary	to be-indicative-present-affirmative
14050	l'impagliatrice e lavorante in vimini e setole è considerata	6.5.2.3.1	731	737_21-s-f-b-it	l'impagliatrice e lavorante in vimini e setole	singular	female	binary	to be considered-indicative-present-affirmative
14051	l'impagliatrice e lavorante in vimini e setole fa	6.5.2.3.1	731	737_21-s-f-b-it	l'impagliatrice e lavorante in vimini e setole	singular	female	binary	to do-indicative-present-affirmative
14052	l* impagliat* e lavoranti in vimini e setole aspirano a	6.5.2.3.1	731	737_21-p-n-*-it	l* impagliat* e lavoranti in vimini e setole	plural	neutral	*	to aspire to-indicative-present-affirmative
14053	l* impagliat* e lavoranti in vimini e setole sono	6.5.2.3.1	731	737_21-p-n-*-it	l* impagliat* e lavoranti in vimini e setole	plural	neutral	*	to be-indicative-present-affirmative
14054	l* impagliat* e lavoranti in vimini e setole sono considerat*	6.5.2.3.1	731	737_21-p-n-*-it	l* impagliat* e lavoranti in vimini e setole	plural	neutral	*	to be considered-indicative-present-affirmative
14055	l* impagliat* e lavoranti in vimini e setole fanno	6.5.2.3.1	731	737_21-p-n-*-it	l* impagliat* e lavoranti in vimini e setole	plural	neutral	*	to do-indicative-present-affirmative
14056	gli impagliatori e lavoranti in vimini e setole aspirano a	6.5.2.3.1	731	737_21-p-m-b-it	gli impagliatori e lavoranti in vimini e setole	plural	male	binary	to aspire to-indicative-present-affirmative
14057	gli impagliatori e lavoranti in vimini e setole sono	6.5.2.3.1	731	737_21-p-m-b-it	gli impagliatori e lavoranti in vimini e setole	plural	male	binary	to be-indicative-present-affirmative
14058	gli impagliatori e lavoranti in vimini e setole sono considerati	6.5.2.3.1	731	737_21-p-m-b-it	gli impagliatori e lavoranti in vimini e setole	plural	male	binary	to be considered-indicative-present-affirmative
14059	gli impagliatori e lavoranti in vimini e setole fanno	6.5.2.3.1	731	737_21-p-m-b-it	gli impagliatori e lavoranti in vimini e setole	plural	male	binary	to do-indicative-present-affirmative
14060	le impagliatrici e lavoranti in vimini e setole aspirano a	6.5.2.3.1	731	737_21-p-f-b-it	le impagliatrici e lavoranti in vimini e setole	plural	female	binary	to aspire to-indicative-present-affirmative
14061	le impagliatrici e lavoranti in vimini e setole sono	6.5.2.3.1	731	737_21-p-f-b-it	le impagliatrici e lavoranti in vimini e setole	plural	female	binary	to be-indicative-present-affirmative
14062	le impagliatrici e lavoranti in vimini e setole sono considerate	6.5.2.3.1	731	737_21-p-f-b-it	le impagliatrici e lavoranti in vimini e setole	plural	female	binary	to be considered-indicative-present-affirmative
14063	le impagliatrici e lavoranti in vimini e setole fanno	6.5.2.3.1	731	737_21-p-f-b-it	le impagliatrici e lavoranti in vimini e setole	plural	female	binary	to do-indicative-present-affirmative
14064	l* cordai* e intrecciat* di fibre aspira a	6.5.2.3.2	731	737_22-sp-n-*-it	l* cordai* e intrecciat* di fibre	singular, plural	neutral	*	to aspire to-indicative-present-affirmative
14065	l* cordai* e intrecciat* di fibre aspirano a	6.5.2.3.2	731	737_22-sp-n-*-it	l* cordai* e intrecciat* di fibre	singular, plural	neutral	*	to aspire to-indicative-present-affirmative
14066	l* cordai* e intrecciat* di fibre è	6.5.2.3.2	731	737_22-sp-n-*-it	l* cordai* e intrecciat* di fibre	singular, plural	neutral	*	to be-indicative-present-affirmative
14067	l* cordai* e intrecciat* di fibre sono	6.5.2.3.2	731	737_22-sp-n-*-it	l* cordai* e intrecciat* di fibre	singular, plural	neutral	*	to be-indicative-present-affirmative
14068	l* cordai* e intrecciat* di fibre è considerat*	6.5.2.3.2	731	737_22-sp-n-*-it	l* cordai* e intrecciat* di fibre	singular, plural	neutral	*	to be considered-indicative-present-affirmative
14069	l* cordai* e intrecciat* di fibre sono considerat*	6.5.2.3.2	731	737_22-sp-n-*-it	l* cordai* e intrecciat* di fibre	singular, plural	neutral	*	to be considered-indicative-present-affirmative
14070	l* cordai* e intrecciat* di fibre fa	6.5.2.3.2	731	737_22-sp-n-*-it	l* cordai* e intrecciat* di fibre	singular, plural	neutral	*	to do-indicative-present-affirmative
14071	l* cordai* e intrecciat* di fibre fanno	6.5.2.3.2	731	737_22-sp-n-*-it	l* cordai* e intrecciat* di fibre	singular, plural	neutral	*	to do-indicative-present-affirmative
14072	il cordaio e intrecciatore di fibre aspira a	6.5.2.3.2	731	737_22-s-m-b-it	il cordaio e intrecciatore di fibre	singular	male	binary	to aspire to-indicative-present-affirmative
14073	il cordaio e intrecciatore di fibre è	6.5.2.3.2	731	737_22-s-m-b-it	il cordaio e intrecciatore di fibre	singular	male	binary	to be-indicative-present-affirmative
14074	il cordaio e intrecciatore di fibre è considerato	6.5.2.3.2	731	737_22-s-m-b-it	il cordaio e intrecciatore di fibre	singular	male	binary	to be considered-indicative-present-affirmative
14075	il cordaio e intrecciatore di fibre fa	6.5.2.3.2	731	737_22-s-m-b-it	il cordaio e intrecciatore di fibre	singular	male	binary	to do-indicative-present-affirmative
14076	la cordaia e intrecciatrice di fibre aspira a	6.5.2.3.2	731	737_22-s-f-b-it	la cordaia e intrecciatrice di fibre	singular	female	binary	to aspire to-indicative-present-affirmative
14077	la cordaia e intrecciatrice di fibre è	6.5.2.3.2	731	737_22-s-f-b-it	la cordaia e intrecciatrice di fibre	singular	female	binary	to be-indicative-present-affirmative
14078	la cordaia e intrecciatrice di fibre è considerata	6.5.2.3.2	731	737_22-s-f-b-it	la cordaia e intrecciatrice di fibre	singular	female	binary	to be considered-indicative-present-affirmative
14079	la cordaia e intrecciatrice di fibre fa	6.5.2.3.2	731	737_22-s-f-b-it	la cordaia e intrecciatrice di fibre	singular	female	binary	to do-indicative-present-affirmative
14080	i cordai e intrecciatori di fibre aspirano a	6.5.2.3.2	731	737_22-p-m-b-it	i cordai e intrecciatori di fibre	plural	male	binary	to aspire to-indicative-present-affirmative
14081	i cordai e intrecciatori di fibre sono	6.5.2.3.2	731	737_22-p-m-b-it	i cordai e intrecciatori di fibre	plural	male	binary	to be-indicative-present-affirmative
14082	i cordai e intrecciatori di fibre sono considerati	6.5.2.3.2	731	737_22-p-m-b-it	i cordai e intrecciatori di fibre	plural	male	binary	to be considered-indicative-present-affirmative
14083	i cordai e intrecciatori di fibre fanno	6.5.2.3.2	731	737_22-p-m-b-it	i cordai e intrecciatori di fibre	plural	male	binary	to do-indicative-present-affirmative
14084	le cordaie e intrecciatrici di fibre aspirano a	6.5.2.3.2	731	737_22-p-f-b-it	le cordaie e intrecciatrici di fibre	plural	female	binary	to aspire to-indicative-present-affirmative
14085	le cordaie e intrecciatrici di fibre sono	6.5.2.3.2	731	737_22-p-f-b-it	le cordaie e intrecciatrici di fibre	plural	female	binary	to be-indicative-present-affirmative
14086	le cordaie e intrecciatrici di fibre sono considerate	6.5.2.3.2	731	737_22-p-f-b-it	le cordaie e intrecciatrici di fibre	plural	female	binary	to be considered-indicative-present-affirmative
14087	le cordaie e intrecciatrici di fibre fanno	6.5.2.3.2	731	737_22-p-f-b-it	le cordaie e intrecciatrici di fibre	plural	female	binary	to do-indicative-present-affirmative
14088	l* lavorante in giunco e canna aspira a	6.5.2.3.3	731	737_23-s-n-*-it	l* lavorante in giunco e canna	singular	neutral	*	to aspire to-indicative-present-affirmative
14089	l* lavorante in giunco e canna è	6.5.2.3.3	731	737_23-s-n-*-it	l* lavorante in giunco e canna	singular	neutral	*	to be-indicative-present-affirmative
14090	l* lavorante in giunco e canna è considerat*	6.5.2.3.3	731	737_23-s-n-*-it	l* lavorante in giunco e canna	singular	neutral	*	to be considered-indicative-present-affirmative
14091	l* lavorante in giunco e canna fa	6.5.2.3.3	731	737_23-s-n-*-it	l* lavorante in giunco e canna	singular	neutral	*	to do-indicative-present-affirmative
14092	il lavorante in giunco e canna aspira a	6.5.2.3.3	731	737_23-s-m-b-it	il lavorante in giunco e canna	singular	male	binary	to aspire to-indicative-present-affirmative
14093	il lavorante in giunco e canna è	6.5.2.3.3	731	737_23-s-m-b-it	il lavorante in giunco e canna	singular	male	binary	to be-indicative-present-affirmative
14094	il lavorante in giunco e canna è considerato	6.5.2.3.3	731	737_23-s-m-b-it	il lavorante in giunco e canna	singular	male	binary	to be considered-indicative-present-affirmative
14095	il lavorante in giunco e canna fa	6.5.2.3.3	731	737_23-s-m-b-it	il lavorante in giunco e canna	singular	male	binary	to do-indicative-present-affirmative
14096	la lavorante in giunco e canna aspira a	6.5.2.3.3	731	737_23-s-f-b-it	la lavorante in giunco e canna	singular	female	binary	to aspire to-indicative-present-affirmative
14097	la lavorante in giunco e canna è	6.5.2.3.3	731	737_23-s-f-b-it	la lavorante in giunco e canna	singular	female	binary	to be-indicative-present-affirmative
14098	la lavorante in giunco e canna è considerata	6.5.2.3.3	731	737_23-s-f-b-it	la lavorante in giunco e canna	singular	female	binary	to be considered-indicative-present-affirmative
14099	la lavorante in giunco e canna fa	6.5.2.3.3	731	737_23-s-f-b-it	la lavorante in giunco e canna	singular	female	binary	to do-indicative-present-affirmative
14100	l* lavoranti in giunco e canna aspirano a	6.5.2.3.3	731	737_23-p-n-*-it	l* lavoranti in giunco e canna	plural	neutral	*	to aspire to-indicative-present-affirmative
14101	l* lavoranti in giunco e canna sono	6.5.2.3.3	731	737_23-p-n-*-it	l* lavoranti in giunco e canna	plural	neutral	*	to be-indicative-present-affirmative
14102	l* lavoranti in giunco e canna sono considerat*	6.5.2.3.3	731	737_23-p-n-*-it	l* lavoranti in giunco e canna	plural	neutral	*	to be considered-indicative-present-affirmative
14103	l* lavoranti in giunco e canna fanno	6.5.2.3.3	731	737_23-p-n-*-it	l* lavoranti in giunco e canna	plural	neutral	*	to do-indicative-present-affirmative
14104	i lavoranti in giunco e canna aspirano a	6.5.2.3.3	731	737_23-p-m-b-it	i lavoranti in giunco e canna	plural	male	binary	to aspire to-indicative-present-affirmative
14105	i lavoranti in giunco e canna sono	6.5.2.3.3	731	737_23-p-m-b-it	i lavoranti in giunco e canna	plural	male	binary	to be-indicative-present-affirmative
14106	i lavoranti in giunco e canna sono considerati	6.5.2.3.3	731	737_23-p-m-b-it	i lavoranti in giunco e canna	plural	male	binary	to be considered-indicative-present-affirmative
14107	i lavoranti in giunco e canna fanno	6.5.2.3.3	731	737_23-p-m-b-it	i lavoranti in giunco e canna	plural	male	binary	to do-indicative-present-affirmative
14108	le lavoranti in giunco e canna aspirano a	6.5.2.3.3	731	737_23-p-f-b-it	le lavoranti in giunco e canna	plural	female	binary	to aspire to-indicative-present-affirmative
14109	le lavoranti in giunco e canna sono	6.5.2.3.3	731	737_23-p-f-b-it	le lavoranti in giunco e canna	plural	female	binary	to be-indicative-present-affirmative
14110	le lavoranti in giunco e canna sono considerate	6.5.2.3.3	731	737_23-p-f-b-it	le lavoranti in giunco e canna	plural	female	binary	to be considered-indicative-present-affirmative
14111	le lavoranti in giunco e canna fanno	6.5.2.3.3	731	737_23-p-f-b-it	le lavoranti in giunco e canna	plural	female	binary	to do-indicative-present-affirmative
14112	l* lavorante in sughero e spugna aspira a	6.5.2.3.4	731	737_24-s-n-*-it	l* lavorante in sughero e spugna	singular	neutral	*	to aspire to-indicative-present-affirmative
14113	l* lavorante in sughero e spugna è	6.5.2.3.4	731	737_24-s-n-*-it	l* lavorante in sughero e spugna	singular	neutral	*	to be-indicative-present-affirmative
14114	l* lavorante in sughero e spugna è considerat*	6.5.2.3.4	731	737_24-s-n-*-it	l* lavorante in sughero e spugna	singular	neutral	*	to be considered-indicative-present-affirmative
14115	l* lavorante in sughero e spugna fa	6.5.2.3.4	731	737_24-s-n-*-it	l* lavorante in sughero e spugna	singular	neutral	*	to do-indicative-present-affirmative
14116	il lavorante in sughero e spugna aspira a	6.5.2.3.4	731	737_24-s-m-b-it	il lavorante in sughero e spugna	singular	male	binary	to aspire to-indicative-present-affirmative
14117	il lavorante in sughero e spugna è	6.5.2.3.4	731	737_24-s-m-b-it	il lavorante in sughero e spugna	singular	male	binary	to be-indicative-present-affirmative
14118	il lavorante in sughero e spugna è considerato	6.5.2.3.4	731	737_24-s-m-b-it	il lavorante in sughero e spugna	singular	male	binary	to be considered-indicative-present-affirmative
14119	il lavorante in sughero e spugna fa	6.5.2.3.4	731	737_24-s-m-b-it	il lavorante in sughero e spugna	singular	male	binary	to do-indicative-present-affirmative
14120	la lavorante in sughero e spugna aspira a	6.5.2.3.4	731	737_24-s-f-b-it	la lavorante in sughero e spugna	singular	female	binary	to aspire to-indicative-present-affirmative
14121	la lavorante in sughero e spugna è	6.5.2.3.4	731	737_24-s-f-b-it	la lavorante in sughero e spugna	singular	female	binary	to be-indicative-present-affirmative
14122	la lavorante in sughero e spugna è considerata	6.5.2.3.4	731	737_24-s-f-b-it	la lavorante in sughero e spugna	singular	female	binary	to be considered-indicative-present-affirmative
14123	la lavorante in sughero e spugna fa	6.5.2.3.4	731	737_24-s-f-b-it	la lavorante in sughero e spugna	singular	female	binary	to do-indicative-present-affirmative
14124	l* lavoranti in sughero e spugna aspirano a	6.5.2.3.4	731	737_24-p-n-*-it	l* lavoranti in sughero e spugna	plural	neutral	*	to aspire to-indicative-present-affirmative
14125	l* lavoranti in sughero e spugna sono	6.5.2.3.4	731	737_24-p-n-*-it	l* lavoranti in sughero e spugna	plural	neutral	*	to be-indicative-present-affirmative
14126	l* lavoranti in sughero e spugna sono considerat*	6.5.2.3.4	731	737_24-p-n-*-it	l* lavoranti in sughero e spugna	plural	neutral	*	to be considered-indicative-present-affirmative
14127	l* lavoranti in sughero e spugna fanno	6.5.2.3.4	731	737_24-p-n-*-it	l* lavoranti in sughero e spugna	plural	neutral	*	to do-indicative-present-affirmative
14128	i lavoranti in sughero e spugna aspirano a	6.5.2.3.4	731	737_24-p-m-b-it	i lavoranti in sughero e spugna	plural	male	binary	to aspire to-indicative-present-affirmative
14129	i lavoranti in sughero e spugna sono	6.5.2.3.4	731	737_24-p-m-b-it	i lavoranti in sughero e spugna	plural	male	binary	to be-indicative-present-affirmative
14130	i lavoranti in sughero e spugna sono considerati	6.5.2.3.4	731	737_24-p-m-b-it	i lavoranti in sughero e spugna	plural	male	binary	to be considered-indicative-present-affirmative
14131	i lavoranti in sughero e spugna fanno	6.5.2.3.4	731	737_24-p-m-b-it	i lavoranti in sughero e spugna	plural	male	binary	to do-indicative-present-affirmative
14132	le lavoranti in sughero e spugna aspirano a	6.5.2.3.4	731	737_24-p-f-b-it	le lavoranti in sughero e spugna	plural	female	binary	to aspire to-indicative-present-affirmative
14133	le lavoranti in sughero e spugna sono	6.5.2.3.4	731	737_24-p-f-b-it	le lavoranti in sughero e spugna	plural	female	binary	to be-indicative-present-affirmative
14134	le lavoranti in sughero e spugna sono considerate	6.5.2.3.4	731	737_24-p-f-b-it	le lavoranti in sughero e spugna	plural	female	binary	to be considered-indicative-present-affirmative
14135	le lavoranti in sughero e spugna fanno	6.5.2.3.4	731	737_24-p-f-b-it	le lavoranti in sughero e spugna	plural	female	binary	to do-indicative-present-affirmative
14136	l* preparat* di fibre aspira a	6.5.3.1.0	731	737_25-sp-n-*-it	l* preparat* di fibre	singular, plural	neutral	*	to aspire to-indicative-present-affirmative
14137	l* preparat* di fibre aspirano a	6.5.3.1.0	731	737_25-sp-n-*-it	l* preparat* di fibre	singular, plural	neutral	*	to aspire to-indicative-present-affirmative
14138	l* preparat* di fibre è	6.5.3.1.0	731	737_25-sp-n-*-it	l* preparat* di fibre	singular, plural	neutral	*	to be-indicative-present-affirmative
14139	l* preparat* di fibre sono	6.5.3.1.0	731	737_25-sp-n-*-it	l* preparat* di fibre	singular, plural	neutral	*	to be-indicative-present-affirmative
14140	l* preparat* di fibre è considerat*	6.5.3.1.0	731	737_25-sp-n-*-it	l* preparat* di fibre	singular, plural	neutral	*	to be considered-indicative-present-affirmative
14141	l* preparat* di fibre sono considerat*	6.5.3.1.0	731	737_25-sp-n-*-it	l* preparat* di fibre	singular, plural	neutral	*	to be considered-indicative-present-affirmative
14142	l* preparat* di fibre fa	6.5.3.1.0	731	737_25-sp-n-*-it	l* preparat* di fibre	singular, plural	neutral	*	to do-indicative-present-affirmative
14143	l* preparat* di fibre fanno	6.5.3.1.0	731	737_25-sp-n-*-it	l* preparat* di fibre	singular, plural	neutral	*	to do-indicative-present-affirmative
14144	il preparatore di fibre aspira a	6.5.3.1.0	731	737_25-s-m-b-it	il preparatore di fibre	singular	male	binary	to aspire to-indicative-present-affirmative
14145	il preparatore di fibre è	6.5.3.1.0	731	737_25-s-m-b-it	il preparatore di fibre	singular	male	binary	to be-indicative-present-affirmative
14146	il preparatore di fibre è considerato	6.5.3.1.0	731	737_25-s-m-b-it	il preparatore di fibre	singular	male	binary	to be considered-indicative-present-affirmative
14147	il preparatore di fibre fa	6.5.3.1.0	731	737_25-s-m-b-it	il preparatore di fibre	singular	male	binary	to do-indicative-present-affirmative
14148	la preparatrice di fibre aspira a	6.5.3.1.0	731	737_25-s-f-b-it	la preparatrice di fibre	singular	female	binary	to aspire to-indicative-present-affirmative
14149	la preparatrice di fibre è	6.5.3.1.0	731	737_25-s-f-b-it	la preparatrice di fibre	singular	female	binary	to be-indicative-present-affirmative
14150	la preparatrice di fibre è considerata	6.5.3.1.0	731	737_25-s-f-b-it	la preparatrice di fibre	singular	female	binary	to be considered-indicative-present-affirmative
14151	la preparatrice di fibre fa	6.5.3.1.0	731	737_25-s-f-b-it	la preparatrice di fibre	singular	female	binary	to do-indicative-present-affirmative
14152	i preparatori di fibre aspirano a	6.5.3.1.0	731	737_25-p-m-b-it	i preparatori di fibre	plural	male	binary	to aspire to-indicative-present-affirmative
14153	i preparatori di fibre sono	6.5.3.1.0	731	737_25-p-m-b-it	i preparatori di fibre	plural	male	binary	to be-indicative-present-affirmative
14154	i preparatori di fibre sono considerati	6.5.3.1.0	731	737_25-p-m-b-it	i preparatori di fibre	plural	male	binary	to be considered-indicative-present-affirmative
14155	i preparatori di fibre fanno	6.5.3.1.0	731	737_25-p-m-b-it	i preparatori di fibre	plural	male	binary	to do-indicative-present-affirmative
14156	le preparatrici di fibre aspirano a	6.5.3.1.0	731	737_25-p-f-b-it	le preparatrici di fibre	plural	female	binary	to aspire to-indicative-present-affirmative
14157	le preparatrici di fibre sono	6.5.3.1.0	731	737_25-p-f-b-it	le preparatrici di fibre	plural	female	binary	to be-indicative-present-affirmative
14158	le preparatrici di fibre sono considerate	6.5.3.1.0	731	737_25-p-f-b-it	le preparatrici di fibre	plural	female	binary	to be considered-indicative-present-affirmative
14159	le preparatrici di fibre fanno	6.5.3.1.0	731	737_25-p-f-b-it	le preparatrici di fibre	plural	female	binary	to do-indicative-present-affirmative
14160	l* tessit* aspira a	6.5.3.2.1	731	737_26-sp-n-*-it	l* tessit*	singular, plural	neutral	*	to aspire to-indicative-present-affirmative
14161	l* tessit* aspirano a	6.5.3.2.1	731	737_26-sp-n-*-it	l* tessit*	singular, plural	neutral	*	to aspire to-indicative-present-affirmative
14162	l* tessit* è	6.5.3.2.1	731	737_26-sp-n-*-it	l* tessit*	singular, plural	neutral	*	to be-indicative-present-affirmative
14163	l* tessit* sono	6.5.3.2.1	731	737_26-sp-n-*-it	l* tessit*	singular, plural	neutral	*	to be-indicative-present-affirmative
14164	l* tessit* è considerat*	6.5.3.2.1	731	737_26-sp-n-*-it	l* tessit*	singular, plural	neutral	*	to be considered-indicative-present-affirmative
14165	l* tessit* sono considerat*	6.5.3.2.1	731	737_26-sp-n-*-it	l* tessit*	singular, plural	neutral	*	to be considered-indicative-present-affirmative
14166	l* tessit* fa	6.5.3.2.1	731	737_26-sp-n-*-it	l* tessit*	singular, plural	neutral	*	to do-indicative-present-affirmative
14167	l* tessit* fanno	6.5.3.2.1	731	737_26-sp-n-*-it	l* tessit*	singular, plural	neutral	*	to do-indicative-present-affirmative
14168	il tessitore aspira a	6.5.3.2.1	731	737_26-s-m-b-it	il tessitore	singular	male	binary	to aspire to-indicative-present-affirmative
14169	il tessitore è	6.5.3.2.1	731	737_26-s-m-b-it	il tessitore	singular	male	binary	to be-indicative-present-affirmative
14170	il tessitore è considerato	6.5.3.2.1	731	737_26-s-m-b-it	il tessitore	singular	male	binary	to be considered-indicative-present-affirmative
