ISCO-08	identity term	number	word's gender	gender specification	second category	further specification	glossary	language	notes
9313	the building construction labourer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9313	the building construction labourers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9321	the hand packer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9321	the hand packers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9329	the manufacturing labourer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9329	the manufacturing labourers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9331	the hand and pedal vehicle driver	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9331	the hand and pedal vehicle drivers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9332	the driver of animal-drawn vehicles and machinery	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9332	the drivers of animal-drawn vehicles and machinery	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9333	the freight handler	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9333	the freight handlers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9334	the shelf filler	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9334	the shelf fillers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9411	the fast food preparer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9411	the fast food preparers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9412	the kitchen helper	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9412	the kitchen helpers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9510	the street and related services worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9510	the street and related services workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9520	the street vendor	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9520	the street vendors	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9611	the garbage and recycling collector	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9611	the garbage and recycling collectors	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9612	the refuse sorter	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9612	the refuse sorters	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9613	the sweeper and related labourer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9613	the sweepers and related labourers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9621	the messenger, package deliverer and luggage porter	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9621	the messengers, package deliverers and luggage porters	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9622	the odd-job person	singular	neutral	person	sociocultural status	economical, educational and employment status	ISCO-08	en	
9622	the odd-job people	plural	neutral	person	sociocultural status	economical, educational and employment status	ISCO-08	en	
9623	the meter reader and vending-machine collector	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9623	the meter readers and vending-machine collectors	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9624	the water and firewood collector	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9624	the water and firewood collectors	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9629	the elementary worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9629	the elementary workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
0110	the commissioned armed forces officer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
0110	the commissioned armed forces officers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
0210	the non-commissioned armed forces officer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
0210	the non-commissioned armed forces officers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
0310	the armed forces professional	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
0310	the armed forces professionals	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8350	the ships' deck crew	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8350	the ships' deck crews	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7316	the sign writer, decorative painter, engraver and etcher	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7316	the sign writers, decorative painters, engravers and etchers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7543	the product grader and tester	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7543	the product graders and testers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6113	the gardener, horticultural and nursery grower	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6113	the gardeners, horticultural and nursery growers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5312	the teacher's aide	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5312	the teacher's aides	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5411	the firefighter	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5411	the firefighters	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3151	the ships' engineer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3151	the ships' engineers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3152	the ships' deck officer and pilot	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3152	the ships' deck officers and pilots	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3331	the clearing and forwarding agent	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3331	the clearing and forwarding agents	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3359	the government regulatory associate professional	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3359	the government regulatory associate professionals	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3521	the broadcasting and audio-visual technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3521	the broadcasting and audio-visual technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
2522	the systems administrator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
2522	the systems administrators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
1330	the information and communications technology service manager	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
1330	the information and communications technology service managers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
1341	the child care service manager	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
1341	the child care service managers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
1342	the health service manager	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
1342	the health service managers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
1343	the aged care service manager	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
1343	the aged care service managers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
